2515,中工,TSE,M25B 營造
2516,新建,TSE,M25B 營造
2520,冠德,TSE,M25A 建設
2524,京城,TSE,M25A 建設
2527,宏璟,TSE,M25A 建設
2528,皇普,TSE,M25A 建設
2530,華建,TSE,M25A 建設
2534,宏盛,TSE,M25A 建設
2535,達欣工,TSE,M25B 營造
2536,宏普,TSE,M25A 建設
2537,聯上發,TSE,M25A 建設
2538,基泰,TSE,M25A 建設
2539,櫻花建,TSE,M25A 建設
2540,愛山林,TSE,M25A 建設
2542,興富發,TSE,M25A 建設
2543,皇昌,TSE,M25B 營造
2545,皇翔,TSE,M25A 建設
2546,根基,TSE,M25B 營造
2547,日勝生,TSE,M25A 建設
2548,華固,TSE,M25A 建設
2596,綠意,OTC,M25A 建設
2597,潤弘,TSE,M25B 營造
2601,益航,TSE,M26A1 散裝輪
2603,長榮,TSE,M26A2 貨櫃輪
2605,新興,TSE,M26A1 散裝輪
2606,裕民,TSE,M26A1 散裝輪
2607,榮運,TSE,M26C 貨運倉儲業
2608,嘉里大榮,TSE,M26C 貨運倉儲業
2609,陽明,TSE,M26A2 貨櫃輪
2610,華航,TSE,M26D 空運業
2611,志信,TSE,M26C 貨運倉儲業
2612,中航,TSE,M26A1 散裝輪
2613,中櫃,TSE,M26C 貨運倉儲業
2614,東森,TSE,M26E 其他運儲業
2615,萬海,TSE,M26A2 貨櫃輪
2616,山隆,TSE,M99D1 加油站
2617,台航,TSE,M26A1 散裝輪
2618,長榮航,TSE,M26D 空運業
2630,亞航,TSE,M22B3 航空器製造
2633,台灣高鐵,TSE,M26B2 鐵路運輸
2634,漢翔,TSE,M22B3 航空器製造
2636,台驊投控,TSE,M26C 貨運倉儲業
2637,慧洋-KY,TSE,M26A1 散裝輪
2640,大車隊,OTC,M26B1 汽車陸運
2641,正德,OTC,M26A1 散裝輪
2642,宅配通,TSE,M26C 貨運倉儲業
2643,捷迅,OTC,M26C 貨運倉儲業
2701,萬企,TSE,M27A1 飯店業
2702,華園,TSE,M27A1 飯店業
2704,國賓,TSE,M27A1 飯店業
2705,六福,TSE,M27A1 飯店業
2706,第一店,TSE,M27A1 飯店業
2707,晶華,TSE,M27A1 飯店業
2712,遠雄來,TSE,M27A1 飯店業
2718,晶悅,OTC,M25A 建設
2719,燦星旅,OTC,M27C 旅行社
2722,夏都,TSE,M27A1 飯店業
2723,美食-KY,TSE,M27A2 餐飲業
2724,富驛-KY,OTC,M27A1 飯店業
2726,雅茗-KY,OTC,M27A2 餐飲業
2727,王品,TSE,M27A2 餐飲業
2729,瓦城,OTC,M27A2 餐飲業
2731,雄獅,TSE,M27C 旅行社
2732,六角,OTC,M27A2 餐飲業
2734,易飛網,OTC,M27C 旅行社
2736,富野,OTC,M27A1 飯店業
2739,寒舍,TSE,M27A1 飯店業
2740,天蔥,OTC,M27A2 餐飲業
2743,山富,OTC,M27C 旅行社
2745,五福,OTC,M27C 旅行社
2748,雲品,TSE,M27A1 飯店業
2752,豆府,OTC,M27A2 餐飲業
2753,八方雲集,TSE,M27A2 餐飲業
2754,亞洲藏壽司,OTC,M27A2 餐飲業
2755,揚秦,OTC,M27A2 餐飲業
2756,聯發國際,OTC,M27A2 餐飲業
2801,彰銀,TSE,M28A 本國銀行
2809,京城銀,TSE,M28A 本國銀行
2812,台中銀,TSE,M28A 本國銀行
2816,旺旺保,TSE,M28J 產險業
2820,華票,TSE,M28F 票券公司
2832,台產,TSE,M28J 產險業
2834,臺企銀,TSE,M28A 本國銀行
2836,高雄銀,TSE,M28A 本國銀行
2838,聯邦銀,TSE,M28A 本國銀行
2841,台開,TSE,M25B 營造
2845,遠東銀,TSE,M28A 本國銀行
2849,安泰銀,TSE,M28A 本國銀行
2850,新產,TSE,M28J 產險業
2851,中再保,TSE,M28J 產險業
2852,第一保,TSE,M28J 產險業
2855,統一證,TSE,M30A 證券
2867,三商壽,TSE,M28I 壽險業
2880,華南金,TSE,M28L 金融控股
2881,富邦金,TSE,M28L 金融控股
2882,國泰金,TSE,M28L 金融控股
2883,開發金,TSE,M28L 金融控股
2884,玉山金,TSE,M28L 金融控股
2885,元大金,TSE,M28L 金融控股
2886,兆豐金,TSE,M28L 金融控股
2887,台新金,TSE,M28L 金融控股
2888,新光金,TSE,M28L 金融控股
2889,國票金,TSE,M28L 金融控股
2890,永豐金,TSE,M28L 金融控股
2891,中信金,TSE,M28L 金融控股
2892,第一金,TSE,M28L 金融控股
2897,王道銀行,TSE,M28A 本國銀行
2901,欣欣,TSE,M29A1 百貨及Mall
2903,遠百,TSE,M29A1 百貨及Mall
2904,匯僑,TSE,M26C 貨運倉儲業
2905,三商,TSE,M29A9 其他零售
2906,高林,TSE,M29B 貿易業
2908,特力,TSE,M29B 貿易業
2910,統領,TSE,M29A1 百貨及Mall
2911,麗嬰房,TSE,M29A9 其他零售
2912,統一超,TSE,M29A4 便利商店
2913,農林,TSE,M29B 貿易業
2915,潤泰全,TSE,M29A2 量販
2916,滿心,OTC,M29A9 其他零售
2923,鼎固-KY,TSE,M25A 建設
2924,東凌-KY,OTC,M29A9 其他零售
2926,誠品生活,OTC,M29A1 百貨及Mall
2929,淘帝-KY,TSE,M29A1 百貨及Mall
2936,客思達-KY,TSE,M29B 貿易業
2937,集雅社,OTC,M23T1 3C通路
2939,凱羿-KY,TSE,M29B 貿易業
2945,三商家購,TSE,M29A3 超市
2947,振宇五金,OTC,M29A7 批發
3002,歐格,TSE,M23D3 電源供應器
3003,健和興,TSE,M23D2 連接器
3004,豐達科,TSE,M22B3 航空器製造
3005,神基,TSE,M23D4 機殼
3006,晶豪科,TSE,M23G5 IC設計
3008,大立光,TSE,M23U1 光學鏡頭
3010,華立,TSE,M23T2 零組件代理
3011,今皓,TSE,M23D2 連接器
3013,晟銘電,TSE,M23D4 機殼
3014,聯陽,TSE,M23G5 IC設計
3015,全漢,TSE,M23D3 電源供應器
3016,嘉晶,TSE,M23G3C 晶圓材料
3017,奇鋐,TSE,M23D9B 散熱零組件
3018,同開,TSE,M23H1 廠辦機電
3019,亞光,TSE,M23U1 光學鏡頭
3021,鴻名,TSE,M23D2 連接器
3022,威強電,TSE,M23B5B 工業電腦
3023,信邦,TSE,M23D2 連接器
3024,憶聲,TSE,M15C1 家電
3025,星通,TSE,M23E2 網路卡
3026,禾伸堂,TSE,M23D5 被動元件
3027,盛達,TSE,M23KX 其他網通
3028,增你強,TSE,M23T2 零組件代理
3029,零壹,TSE,M23X9 應用軟體
3030,德律,TSE,M23H2 電機設備
3031,佰鴻,TSE,M23C6C 封裝及應用
3032,偉訓,TSE,M23D4 機殼
3033,威健,TSE,M23T2 零組件代理
3034,聯詠,TSE,M23G5 IC設計
3035,智原,TSE,M23G5 IC設計
3036,文曄,TSE,M23T2 零組件代理
3037,欣興,TSE,M23B2D 硬板及其他
3038,全台,TSE,M23C8D LCD-其他
3040,遠見,TSE,M25F 物業管理
3041,揚智,TSE,M23G5 IC設計
3042,晶技,TSE,M23D6 石英元件
3043,科風,TSE,M23D3 電源供應器
